Lon,Lat,Prev Full Moon UTC,Next Full Moon UTC,Dawn Start Local,tag,days
-102,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T07:23:52.102970+00:00,migrated,30
-101,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T07:19:53.678459+00:00,migrated,30
-100,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T07:15:55.252991+00:00,migrated,30
-99,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T07:11:56.826570+00:00,migrated,30
-98,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T07:07:58.399197+00:00,migrated,30
-97,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T07:03:59.970874+00:00,migrated,30
-96,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T07:00:01.541602+00:00,migrated,30
-95,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:56:03.111384+00:00,migrated,30
-94,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:52:04.680222+00:00,migrated,30
-93,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:48:06.248117+00:00,migrated,30
-92,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:44:07.815072+00:00,migrated,30
-91,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:40:09.381087+00:00,migrated,30
-90,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:36:10.946166+00:00,migrated,30
-89,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:32:12.510310+00:00,migrated,30
-88,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:28:14.073520+00:00,migrated,30
-87,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:24:15.635798+00:00,migrated,30
-86,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:20:17.197148+00:00,migrated,30
-85,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:16:18.757569+00:00,migrated,30
-84,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:12:20.317064+00:00,migrated,30
-83,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:08:21.875635+00:00,migrated,30
-82,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:04:23.433283+00:00,migrated,30
-81,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T06:00:24.990011+00:00,migrated,30
-80,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:56:26.545820+00:00,migrated,30
-79,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:52:28.100712+00:00,migrated,30
-78,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:48:29.654689+00:00,migrated,30
-77,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:44:31.207752+00:00,migrated,30
-76,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:40:32.759903+00:00,migrated,30
-75,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:36:34.311145+00:00,migrated,30
-74,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:32:35.861478+00:00,migrated,30
-73,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:28:37.410905+00:00,migrated,30
-72,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:24:38.959427+00:00,migrated,30
-71,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:20:40.507046+00:00,migrated,30
-70,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:16:42.053764+00:00,migrated,30
-69,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:12:43.599583+00:00,migrated,30
-68,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:08:45.144503+00:00,migrated,30
-67,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:04:46.688528+00:00,migrated,30
-66,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T05:00:48.231658+00:00,migrated,30
-65,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:56:49.773895+00:00,migrated,30
-64,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:52:51.315242+00:00,migrated,30
-63,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:48:52.855699+00:00,migrated,30
-62,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:44:54.395269+00:00,migrated,30
-61,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:40:55.933953+00:00,migrated,30
-60,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:36:57.471753+00:00,migrated,30
-59,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:32:59.008670+00:00,migrated,30
-58,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:29:00.544706+00:00,migrated,30
-57,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:25:02.079863+00:00,migrated,30
-56,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:21:03.614143+00:00,migrated,30
-55,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:17:05.147547+00:00,migrated,30
-54,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:13:06.680076+00:00,migrated,30
-53,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:09:08.211733+00:00,migrated,30
-52,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:05:09.742519+00:00,migrated,30
-51,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T04:01:11.272436+00:00,migrated,30
-50,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:57:12.801485+00:00,migrated,30
-49,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:53:14.329668+00:00,migrated,30
-48,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:49:15.856987+00:00,migrated,30
-47,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:45:17.383443+00:00,migrated,30
-46,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:41:18.909038+00:00,migrated,30
-45,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:37:20.433773+00:00,migrated,30
-44,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:33:21.957650+00:00,migrated,30
-43,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:29:23.480671+00:00,migrated,30
-42,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:25:25.002836+00:00,migrated,30
-41,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:21:26.524149+00:00,migrated,30
-40,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:17:28.044610+00:00,migrated,30
-39,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:13:29.564221+00:00,migrated,30
-38,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:09:31.082984+00:00,migrated,30
-37,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:05:32.600900+00:00,migrated,30
-36,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T03:01:34.117970+00:00,migrated,30
-35,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:57:35.634196+00:00,migrated,30
-34,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:53:37.149581+00:00,migrated,30
-33,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:49:38.664124+00:00,migrated,30
-32,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:45:40.177829+00:00,migrated,30
-31,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:41:41.690695+00:00,migrated,30
-30,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:37:43.202726+00:00,migrated,30
-29,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:33:44.713922+00:00,migrated,30
-28,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:29:46.224285+00:00,migrated,30
-27,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:25:47.733817+00:00,migrated,30
-26,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:21:49.242519+00:00,migrated,30
-25,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:17:50.750392+00:00,migrated,30
-24,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:13:52.257438+00:00,migrated,30
-23,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:09:53.763659+00:00,migrated,30
-22,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:05:55.269056+00:00,migrated,30
-21,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T02:01:56.773630+00:00,migrated,30
-20,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:57:58.277383+00:00,migrated,30
-19,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:53:59.780317+00:00,migrated,30
-18,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:50:01.282433+00:00,migrated,30
-17,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:46:02.783732+00:00,migrated,30
-16,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:42:04.284216+00:00,migrated,30
-15,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:38:05.783887+00:00,migrated,30
-14,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:34:07.282745+00:00,migrated,30
-13,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:30:08.780793+00:00,migrated,30
-12,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:26:10.278031+00:00,migrated,30
-11,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:22:11.774462+00:00,migrated,30
-10,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:18:13.270086+00:00,migrated,30
-9,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:14:14.764906+00:00,migrated,30
-8,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:10:16.258922+00:00,migrated,30
-7,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:06:17.752136+00:00,migrated,30
-6,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:02:19.244549+00:00,migrated,30
-5,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:58:20.736163+00:00,migrated,30
-4,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:54:22.226980+00:00,migrated,30
-3,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:50:23.717000+00:00,migrated,30
-2,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:46:25.206225+00:00,migrated,30
-1,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:42:26.694657+00:00,migrated,30
0,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:38:28.182297+00:00,migrated,30
1,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:34:29.669146+00:00,migrated,30
2,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:30:31.155205+00:00,migrated,30
3,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:26:32.640477+00:00,migrated,30
4,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:22:34.124962+00:00,migrated,30
5,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:18:35.608662+00:00,migrated,30
6,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:14:37.091578+00:00,migrated,30
7,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:10:38.573712+00:00,migrated,30
8,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:06:40.055065+01:00,migrated,30
9,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:02:41.535638+01:00,migrated,30
10,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:25:10.910217+01:00,migrated,30
11,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:21:11.798120+01:00,migrated,30
12,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:50:42.949119+01:00,migrated,30
13,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:46:44.428172+01:00,migrated,30
14,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:42:45.906449+01:00,migrated,30
15,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:38:47.383951+01:00,migrated,30
16,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:34:48.860682+01:00,migrated,30
17,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:30:50.336640+01:00,migrated,30
18,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:26:51.811828+01:00,migrated,30
19,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:22:53.286248+01:00,migrated,30
20,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:18:54.759899+01:00,migrated,30
21,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:14:56.232785+01:00,migrated,30
22,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:10:57.704905+01:00,migrated,30
23,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:06:59.176262+02:00,migrated,30
24,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:03:00.646857+02:00,migrated,30
25,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:59:02.116691+02:00,migrated,30
26,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:55:03.585765+02:00,migrated,30
27,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:51:05.054081+02:00,migrated,30
28,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:47:06.521640+02:00,migrated,30
29,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:43:07.988443+02:00,migrated,30
30,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:39:09.454492+02:00,migrated,30
31,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:35:10.919787+02:00,migrated,30
32,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:31:12.384331+02:00,migrated,30
33,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:27:13.848124+02:00,migrated,30
34,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:23:15.311168+02:00,migrated,30
35,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:19:16.773463+02:00,migrated,30
36,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:15:18.235013+02:00,migrated,30
37,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:11:19.695816+02:00,migrated,30
38,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:07:21.155876+03:00,migrated,30
39,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:03:22.615192+03:00,migrated,30
40,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:59:24.073767+03:00,migrated,30
41,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:55:25.531602+03:00,migrated,30
42,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:51:26.988697+03:00,migrated,30
43,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:47:28.445055+03:00,migrated,30
44,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:43:29.900676+03:00,migrated,30
45,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:39:31.355561+03:00,migrated,30
46,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:35:32.809712+03:00,migrated,30
47,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:31:34.263131+03:00,migrated,30
48,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:27:35.715817+03:00,migrated,30
49,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:23:37.167773+03:00,migrated,30
50,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:19:38.619001+03:00,migrated,30
51,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:15:40.069499+03:00,migrated,30
52,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:11:41.519272+03:00,migrated,30
53,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:07:42.968318+04:00,migrated,30
54,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:03:44.416640+04:00,migrated,30
55,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:59:45.864239+04:00,migrated,30
56,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:55:47.311117+04:00,migrated,30
57,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:51:48.757273+04:00,migrated,30
58,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:47:50.202710+04:00,migrated,30
59,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:43:51.647429+04:00,migrated,30
60,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:39:53.091430+04:00,migrated,30
61,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:35:54.534715+04:00,migrated,30
62,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:31:55.977286+04:00,migrated,30
63,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:27:57.419143+04:00,migrated,30
64,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:23:58.860288+04:00,migrated,30
65,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:20:00.300721+04:00,migrated,30
66,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:16:01.740445+04:00,migrated,30
67,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:12:03.179459+04:00,migrated,30
68,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:08:04.617766+05:00,migrated,30
69,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:04:06.055366+05:00,migrated,30
70,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:00:07.492261+05:00,migrated,30
71,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:56:08.928452+05:00,migrated,30
72,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:52:10.363940+05:00,migrated,30
73,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:48:11.798725+05:00,migrated,30
74,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:44:13.232810+05:00,migrated,30
75,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:40:14.666195+05:00,migrated,30
76,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:36:16.098882+05:00,migrated,30
77,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:32:17.530871+05:00,migrated,30
78,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:28:18.962165+05:00,migrated,30
79,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:24:20.392763+05:00,migrated,30
80,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:20:21.822667+05:00,migrated,30
81,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:16:23.251879+05:00,migrated,30
82,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:12:24.680399+05:00,migrated,30
83,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:08:26.108228+06:00,migrated,30
84,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:04:27.535368+06:00,migrated,30
85,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T01:00:28.961819+06:00,migrated,30
86,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:56:30.387583+06:00,migrated,30
87,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:52:31.812662+06:00,migrated,30
88,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:48:33.237055+06:00,migrated,30
89,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:44:34.660764+06:00,migrated,30
90,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:40:36.083791+06:00,migrated,30
91,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:36:37.506135+06:00,migrated,30
92,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:32:38.927800+06:00,migrated,30
93,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:28:40.348785+06:00,migrated,30
94,78,2025-05-12T16:55:52.683433+00:00,2025-06-11T07:43:45.814168+00:00,2025-05-13T00:24:41.769091+06:00,migrated,30
