Lon,Lat,Prev Full Moon UTC,Next Full Moon UTC,Dawn/Day Start Local,tag,sun altitude,days this month
-30,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:12:17.745240+00:00,secondary,-12.001114092600162,29
-27,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:00:17.980889+00:00,secondary,-12.001445623007143,29
-24,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:48:18.216848+00:00,secondary,-12.000370385201592,29
-21,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:36:18.453116+00:00,secondary,-12.000702800892768,29
-18,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:24:18.689693+00:00,secondary,-12.001035671118359,29
-15,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:12:18.926580+00:00,secondary,-12.001368995901288,29
-12,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:00:19.163775+00:00,secondary,-12.000295307058607,29
-9,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:48:19.401280+00:00,secondary,-12.000629517130776,29
-6,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:19.639095+00:00,secondary,-12.000964181731447,29
-3,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:19.877218+00:00,secondary,-12.001299300883488,29
0,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:20.115650+00:00,secondary,-12.000227160999557,29
3,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:20.354391+00:00,secondary,-12.000563165445357,29
6,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:20.593442+00:00,secondary,-12.000899624450781,29
9,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:20.832801+01:00,secondary,-12.00123653801991,29
12,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:21.072469+01:00,secondary,-12.000165947034318,29
15,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:21.312447+01:00,secondary,-12.000503745901526,29
18,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:21.552733+01:00,secondary,-12.000841999340508,29
21,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:21.793328+01:00,secondary,-12.001180707355616,29
24,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:22.034231+02:00,secondary,-12.000111665225688,29
27,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:22.275444+02:00,secondary,-12.000451258542796,29
30,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:22.516965+02:00,secondary,-12.000791306443617,29
33,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:22.758794+02:00,secondary,-12.001131808932456,29
36,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:22.990417+02:00,secondary,-12.001472766013677,29
39,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:23.232850+03:00,secondary,-12.000405703409683,29
42,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:23.475593+03:00,secondary,-12.000747545799854,29
45,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:23.718643+03:00,secondary,-12.001089842789824,29
48,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:23.962002+03:00,secondary,-12.001432594383871,29
51,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:24.205670+03:00,secondary,-12.000367080540315,29
54,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:24.449646+04:00,secondary,-12.000710717446339,29
57,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:24.693930+04:00,secondary,-12.001054808963858,29
60,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:24.938523+04:00,secondary,-12.001399355097078,29
63,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:25.183423+04:00,secondary,-12.000335389969294,29
66,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:25.428633+04:00,secondary,-12.000680821417234,30
69,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:25.674150+05:00,secondary,-12.001026707488094,30
72,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:25.919975+05:00,secondary,-12.001373048185982,30
75,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:26.166109+05:00,secondary,-12.000310631728809,30
78,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:26.412551+05:00,secondary,-12.00065785774376,30
81,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:26.659300+05:00,secondary,-12.001005538412514,30
84,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:26.906358+06:00,secondary,-12.00135367370001,30
87,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:27.153724+06:00,secondary,-12.000292805867488,30
90,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:27.401397+06:00,secondary,-12.000641826474151,30
93,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:27.649379+06:00,secondary,-12.000991301726074,30
96,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:27.897668+06:00,secondary,-12.001341231627137,30
99,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:28.146265+07:00,secondary,-12.000281912372941,30
102,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:28.395170+07:00,secondary,-12.000632727594791,30
105,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:28.644383+07:00,secondary,-12.000983997472787,30
108,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:28.893903+07:00,secondary,-12.00133572201085,30
111,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:29.143731+07:00,secondary,-12.00027795128777,30
114,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:29.393866+08:00,secondary,-12.000630561147872,30
117,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:29.644310+08:00,secondary,-12.000983625674806,30
120,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:29.895060+08:00,secondary,-12.00133714487238,30
123,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:30.146118+08:00,secondary,-12.000280922632513,30
126,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:30.397484+08:00,secondary,-12.00063532715319,30
129,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:30.649157+09:00,secondary,-12.000990186351132,30
132,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:30.901137+09:00,secondary,-12.001345500230045,30
135,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:31.153425+09:00,secondary,-12.000290826425172,30
138,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:31.406020+09:00,secondary,-12.000647025627742,30
141,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:31.658922+09:00,secondary,-12.00100367951785,30
144,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:31.912132+10:00,secondary,-12.001360788099333,30
147,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:32.165648+10:00,secondary,-12.000307662680228,30
150,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:32.419472+10:00,secondary,-12.000665656585582,30
153,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:32.673603+10:00,secondary,-12.001024105188549,30
156,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:32.928041+10:00,secondary,-12.001383008492738,30
159,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:33.182786+11:00,secondary,-12.000331431409862,30
162,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:33.437837+11:00,secondary,-12.00069122003788,30
165,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:33.693196+11:00,secondary,-12.001051463373358,30
168,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:33.948862+11:00,secondary,-12.001412161440172,30
171,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:34.204834+11:00,secondary,-12.000362132622996,30
174,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:34.461114+12:00,secondary,-12.000723716013113,30
177,49,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:34.717700+12:00,secondary,-12.001085754100387,30
-180,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T13:28:13.299541+00:00,primary,,30
-177,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T13:16:13.695273+00:00,primary,,30
-174,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T13:04:14.091399+00:00,primary,,30
-171,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:52:14.487918+00:00,primary,,30
-168,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:40:14.884830+00:00,primary,,30
-165,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:28:15.282135+00:00,primary,,30
-162,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:16:15.679833+00:00,primary,,30
-159,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:04:16.077924+00:00,primary,,30
-156,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:52:16.476406+00:00,primary,,30
-153,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:40:16.875282+00:00,primary,,30
-150,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:28:17.274550+00:00,primary,,30
-147,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:16:17.674210+00:00,primary,,30
-144,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:04:18.074262+00:00,primary,,30
-141,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:52:18.474706+00:00,primary,,30
-138,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:40:18.875542+00:00,primary,,30
-135,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:28:19.276770+00:00,primary,,30
-132,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:16:19.678389+00:00,primary,,30
-129,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:04:20.080400+00:00,primary,,30
-126,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:52:20.482802+00:00,primary,,30
-123,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:40:20.885596+00:00,primary,,30
-120,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:28:21.288780+00:00,primary,,30
-117,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:16:21.692356+00:00,primary,,30
-114,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:04:22.096323+00:00,primary,,30
-111,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:52:22.500680+00:00,primary,,30
-108,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:40:22.905429+00:00,primary,,30
-105,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:28:23.310568+00:00,primary,,30
-102,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:16:23.716097+00:00,primary,,30
-99,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:04:24.122017+00:00,primary,,30
-96,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T07:52:24.528327+00:00,primary,,30
-93,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T07:39:38.972654+00:00,primary,,29
-90,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T07:27:39.332153+00:00,primary,,29
-87,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T07:15:39.692056+00:00,primary,,29
-84,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T07:03:40.052361+00:00,primary,,29
-81,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:51:40.413070+00:00,primary,,29
-78,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:39:40.774182+00:00,primary,,29
-75,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:27:41.135697+00:00,primary,,29
-72,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:15:41.497616+00:00,primary,,29
-69,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:03:41.859937+00:00,primary,,29
-66,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:51:42.222660+00:00,primary,,29
-63,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:39:42.585786+00:00,primary,,29
-60,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:27:42.949315+00:00,primary,,29
-57,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:15:43.313246+00:00,primary,,29
-54,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:03:43.677580+00:00,primary,,29
-51,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:51:44.042315+00:00,primary,,29
-48,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:39:44.407453+00:00,primary,,29
-45,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:27:44.772992+00:00,primary,,29
-42,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:15:45.138933+00:00,primary,,29
-39,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:03:45.505276+00:00,primary,,29
-36,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:51:45.872021+00:00,primary,,29
-33,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:39:46.239167+00:00,primary,,29
-30,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:27:46.606715+00:00,primary,,29
-27,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:15:46.974664+00:00,primary,,29
-24,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:03:47.343014+00:00,primary,,29
-21,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:51:47.711765+00:00,primary,,29
-18,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:39:48.080917+00:00,primary,,29
-15,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:27:48.450469+00:00,primary,,29
-12,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:15:48.820423+00:00,primary,,29
-9,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:03:49.190777+00:00,primary,,29
-6,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:51:49.561531+00:00,primary,,29
-3,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:39:49.932686+00:00,primary,,29
0,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:27:50.304242+00:00,primary,,29
3,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:15:50.676197+00:00,primary,,29
6,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:03:51.048553+00:00,primary,,29
9,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:51:51.421308+01:00,primary,,29
12,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:39:51.794463+01:00,primary,,29
15,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:27:52.168018+01:00,primary,,29
18,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:15:52.541973+01:00,primary,,29
21,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:03:52.916327+01:00,primary,,29
24,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:51:53.266186+02:00,primary,,29
27,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:39:53.641312+02:00,primary,,29
30,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:27:54.016837+02:00,primary,,29
33,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:15:54.392762+02:00,primary,,29
36,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:03:54.769085+02:00,primary,,29
39,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:51:55.145807+03:00,primary,,29
42,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:39:55.522928+03:00,primary,,29
45,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:27:55.900447+03:00,primary,,29
48,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:15:56.278365+03:00,primary,,29
51,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:03:56.656682+03:00,primary,,29
54,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:51:57.035396+04:00,primary,,29
57,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:39:57.414509+04:00,primary,,29
60,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:27:57.794020+04:00,primary,,29
63,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:15:58.173928+04:00,primary,,29
66,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:03:58.554235+04:00,primary,,29
69,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:51:58.934939+05:00,primary,,29
72,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:39:59.316041+05:00,primary,,29
75,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:27:59.697540+05:00,primary,,29
78,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:16:00.079437+05:00,primary,,30
81,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:04:00.461731+05:00,primary,,30
84,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:52:00.844422+06:00,primary,,30
87,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:40:01.227510+06:00,primary,,30
90,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:28:01.610995+06:00,primary,,30
93,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:16:01.994876+06:00,primary,,30
96,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:04:02.379155+06:00,primary,,30
99,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:52:02.763830+07:00,primary,,30
102,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:40:03.148901+07:00,primary,,30
105,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:28:03.534369+07:00,primary,,30
108,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:16:03.920233+07:00,primary,,30
111,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:04:04.306493+07:00,primary,,30
114,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:52:04.693149+08:00,primary,,30
117,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:40:05.080201+08:00,primary,,30
120,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:28:05.467649+08:00,primary,,30
123,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:16:05.855492+08:00,primary,,30
126,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:04:06.243731+08:00,primary,,30
129,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:52:06.632366+09:00,primary,,30
132,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:40:07.021395+09:00,primary,,30
135,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:28:07.410820+09:00,primary,,30
138,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:16:07.800640+09:00,primary,,30
141,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:04:08.190855+09:00,primary,,30
144,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:52:08.581465+10:00,primary,,30
147,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:40:08.972470+10:00,primary,,30
150,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:28:09.363869+10:00,primary,,30
153,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:16:09.755663+10:00,primary,,30
156,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:04:10.147851+10:00,primary,,30
159,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:52:10.540433+11:00,primary,,30
162,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:40:10.933410+11:00,primary,,30
165,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:28:11.326781+11:00,primary,,30
168,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:16:11.720545+11:00,primary,,30
171,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:04:12.114704+11:00,primary,,30
174,46,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:52:12.509256+12:00,primary,,30
